site_id,parent_region_id,scenario_type,profile_id,evidence_bundle_id,evaluation_mode,requested_crop_id,is_requested_crop,crop_id,crop_name,regionally_eligible,overall_rank,eligible_rank,suitability_score,recommendation,confidence_score,confidence_band,evidence_coverage_percent,applied_caps,applied_gates,detailed_output_path
plains_northern_panhandle_dalhart,plains,in_season_baseline,plains_northern_panhandle_dalhart_in_season_baseline,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,seedless_watermelon,Seedless watermelon,True,12,12,54.0,not_recommended,67.01,medium,83.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/in_season_baseline.json
plains_northern_panhandle_dalhart,plains,in_season_baseline,plains_northern_panhandle_dalhart_in_season_baseline,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,forage_sorghum,Forage sorghum,True,13,13,54.0,not_recommended,58.68,low,83.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/in_season_baseline.json
plains_northern_panhandle_dalhart,plains,in_season_baseline,plains_northern_panhandle_dalhart_in_season_baseline,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,runner_peanut,Runner-type peanut,True,14,14,54.0,not_recommended,58.68,low,83.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/in_season_baseline.json
plains_northern_panhandle_dalhart,plains,in_season_baseline,plains_northern_panhandle_dalhart_in_season_baseline,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,sorghum_sudangrass,Sorghum-sudangrass,True,15,15,54.0,not_recommended,58.68,low,83.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/in_season_baseline.json
plains_northern_panhandle_dalhart,plains,in_season_baseline,plains_northern_panhandle_dalhart_in_season_baseline,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,sweet_potato,Sweet potato,True,16,16,54.0,not_recommended,58.68,low,83.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/in_season_baseline.json
plains_northern_panhandle_dalhart,plains,in_season_baseline,plains_northern_panhandle_dalhart_in_season_baseline,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,bermudagrass_hay,Bermudagrass grown for hay,True,17,17,54.0,not_recommended,56.51,low,80.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/in_season_baseline.json
plains_northern_panhandle_dalhart,plains,in_season_baseline,plains_northern_panhandle_dalhart_in_season_baseline,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,sesame,Sesame,True,18,18,54.0,not_recommended,48.2,low,80.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/in_season_baseline.json
plains_northern_panhandle_dalhart,plains,in_season_baseline,plains_northern_panhandle_dalhart_in_season_baseline,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,annual_ryegrass_forage,Annual ryegrass grown for forage,True,19,19,52.59,not_recommended,56.51,low,80.0,,,data/scenarios/results/plains_northern_panhandle_dalhart/in_season_baseline.json
plains_northern_panhandle_dalhart,plains,in_season_baseline,plains_northern_panhandle_dalhart_in_season_baseline,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,soybean,Soybean,True,20,20,51.83,not_recommended,69.08,medium,100.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/in_season_baseline.json
plains_northern_panhandle_dalhart,plains,in_season_baseline,plains_northern_panhandle_dalhart_in_season_baseline,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,grain_oats,Grain oats,True,21,21,48.62,not_recommended,69.08,medium,100.0,,,data/scenarios/results/plains_northern_panhandle_dalhart/in_season_baseline.json
plains_northern_panhandle_dalhart,plains,in_season_baseline,plains_northern_panhandle_dalhart_in_season_baseline,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,long_grain_rice,Long-grain rice,False,22,,53.43,not_recommended,51.0,low,83.0,unsupported_region|far_outside_planting_window,unsupported_region|far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/in_season_baseline.json
plains_northern_panhandle_dalhart,plains,out_of_season,plains_northern_panhandle_dalhart_out_of_season,plains_northern_panhandle_dalhart_evidence,planning,white_potato,False,hard_red_winter_wheat,Hard red winter wheat,True,1,1,75.67,recommended,40.49,low,60.0,,,data/scenarios/results/plains_northern_panhandle_dalhart/out_of_season.json
plains_northern_panhandle_dalhart,plains,out_of_season,plains_northern_panhandle_dalhart_out_of_season,plains_northern_panhandle_dalhart_evidence,planning,white_potato,False,alfalfa_hay,Alfalfa grown for hay,True,2,2,67.08,conditional,40.49,low,60.0,,,data/scenarios/results/plains_northern_panhandle_dalhart/out_of_season.json
plains_northern_panhandle_dalhart,plains,out_of_season,plains_northern_panhandle_dalhart_out_of_season,plains_northern_panhandle_dalhart_evidence,planning,white_potato,False,annual_ryegrass_forage,Annual ryegrass grown for forage,True,3,3,66.12,conditional,40.49,low,60.0,,,data/scenarios/results/plains_northern_panhandle_dalhart/out_of_season.json
plains_northern_panhandle_dalhart,plains,out_of_season,plains_northern_panhandle_dalhart_out_of_season,plains_northern_panhandle_dalhart_evidence,planning,white_potato,False,grain_oats,Grain oats,True,4,4,61.29,conditional,40.49,low,60.0,,,data/scenarios/results/plains_northern_panhandle_dalhart/out_of_season.json
plains_northern_panhandle_dalhart,plains,out_of_season,plains_northern_panhandle_dalhart_out_of_season,plains_northern_panhandle_dalhart_evidence,planning,white_potato,False,fresh_market_spinach,Fresh-market spinach,True,5,5,60.54,conditional,47.11,low,60.0,,,data/scenarios/results/plains_northern_panhandle_dalhart/out_of_season.json
plains_northern_panhandle_dalhart,plains,out_of_season,plains_northern_panhandle_dalhart_out_of_season,plains_northern_panhandle_dalhart_evidence,planning,white_potato,False,seedless_watermelon,Seedless watermelon,True,6,6,54.0,not_recommended,47.11,low,60.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/out_of_season.json
plains_northern_panhandle_dalhart,plains,out_of_season,plains_northern_panhandle_dalhart_out_of_season,plains_northern_panhandle_dalhart_evidence,planning,white_potato,False,corn_grain,Corn grown for grain,True,7,7,54.0,not_recommended,40.49,low,60.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/out_of_season.json
plains_northern_panhandle_dalhart,plains,out_of_season,plains_northern_panhandle_dalhart_out_of_season,plains_northern_panhandle_dalhart_evidence,planning,white_potato,False,corn_silage,Corn grown for silage,True,8,8,54.0,not_recommended,40.49,low,60.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/out_of_season.json
plains_northern_panhandle_dalhart,plains,out_of_season,plains_northern_panhandle_dalhart_out_of_season,plains_northern_panhandle_dalhart_evidence,planning,white_potato,False,forage_sorghum,Forage sorghum,True,9,9,54.0,not_recommended,40.49,low,60.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/out_of_season.json
plains_northern_panhandle_dalhart,plains,out_of_season,plains_northern_panhandle_dalhart_out_of_season,plains_northern_panhandle_dalhart_evidence,planning,white_potato,False,grain_sorghum,Grain sorghum,True,10,10,54.0,not_recommended,40.49,low,60.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/out_of_season.json
plains_northern_panhandle_dalhart,plains,out_of_season,plains_northern_panhandle_dalhart_out_of_season,plains_northern_panhandle_dalhart_evidence,planning,white_potato,False,oilseed_sunflower,Oilseed sunflower,True,11,11,54.0,not_recommended,40.49,low,60.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/out_of_season.json
plains_northern_panhandle_dalhart,plains,out_of_season,plains_northern_panhandle_dalhart_out_of_season,plains_northern_panhandle_dalhart_evidence,planning,white_potato,False,runner_peanut,Runner-type peanut,True,12,12,54.0,not_recommended,40.49,low,60.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/out_of_season.json
plains_northern_panhandle_dalhart,plains,out_of_season,plains_northern_panhandle_dalhart_out_of_season,plains_northern_panhandle_dalhart_evidence,planning,white_potato,False,sorghum_sudangrass,Sorghum-sudangrass,True,13,13,54.0,not_recommended,40.49,low,60.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/out_of_season.json
plains_northern_panhandle_dalhart,plains,out_of_season,plains_northern_panhandle_dalhart_out_of_season,plains_northern_panhandle_dalhart_evidence,planning,white_potato,False,sweet_potato,Sweet potato,True,14,14,54.0,not_recommended,40.49,low,60.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/out_of_season.json
plains_northern_panhandle_dalhart,plains,out_of_season,plains_northern_panhandle_dalhart_out_of_season,plains_northern_panhandle_dalhart_evidence,planning,white_potato,False,upland_cotton,Upland cotton,True,15,15,54.0,not_recommended,40.49,low,60.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/out_of_season.json
plains_northern_panhandle_dalhart,plains,out_of_season,plains_northern_panhandle_dalhart_out_of_season,plains_northern_panhandle_dalhart_evidence,planning,white_potato,True,white_potato,White potato,True,16,16,54.0,not_recommended,40.49,low,60.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/out_of_season.json
plains_northern_panhandle_dalhart,plains,out_of_season,plains_northern_panhandle_dalhart_out_of_season,plains_northern_panhandle_dalhart_evidence,planning,white_potato,False,sesame,Sesame,True,17,17,54.0,not_recommended,33.5,low,60.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/out_of_season.json
plains_northern_panhandle_dalhart,plains,out_of_season,plains_northern_panhandle_dalhart_out_of_season,plains_northern_panhandle_dalhart_evidence,planning,white_potato,False,dry_bulb_onion,Dry-bulb onion,True,18,18,53.12,not_recommended,47.11,low,60.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/out_of_season.json
plains_northern_panhandle_dalhart,plains,out_of_season,plains_northern_panhandle_dalhart_out_of_season,plains_northern_panhandle_dalhart_evidence,planning,white_potato,False,fresh_market_cabbage,Fresh-market cabbage,True,19,19,53.12,not_recommended,47.11,low,60.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/out_of_season.json
plains_northern_panhandle_dalhart,plains,out_of_season,plains_northern_panhandle_dalhart_out_of_season,plains_northern_panhandle_dalhart_evidence,planning,white_potato,False,bermudagrass_hay,Bermudagrass grown for hay,True,20,20,49.33,not_recommended,40.49,low,60.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/out_of_season.json
plains_northern_panhandle_dalhart,plains,out_of_season,plains_northern_panhandle_dalhart_out_of_season,plains_northern_panhandle_dalhart_evidence,planning,white_potato,False,soybean,Soybean,True,21,21,47.88,not_recommended,40.49,low,60.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/out_of_season.json
plains_northern_panhandle_dalhart,plains,out_of_season,plains_northern_panhandle_dalhart_out_of_season,plains_northern_panhandle_dalhart_evidence,planning,white_potato,False,long_grain_rice,Long-grain rice,False,22,,38.5,not_recommended,32.81,low,60.0,unsupported_region|far_outside_planting_window,unsupported_region|far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/out_of_season.json
plains_northern_panhandle_dalhart,plains,no_irrigation,plains_northern_panhandle_dalhart_no_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,True,white_potato,White potato,True,1,1,70.03,conditional,58.68,low,83.0,,,data/scenarios/results/plains_northern_panhandle_dalhart/no_irrigation.json
plains_northern_panhandle_dalhart,plains,no_irrigation,plains_northern_panhandle_dalhart_no_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,oilseed_sunflower,Oilseed sunflower,True,2,2,67.8,conditional,58.68,low,83.0,,,data/scenarios/results/plains_northern_panhandle_dalhart/no_irrigation.json
plains_northern_panhandle_dalhart,plains,no_irrigation,plains_northern_panhandle_dalhart_no_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,fresh_market_spinach,Fresh-market spinach,True,3,3,65.75,conditional,67.01,medium,83.0,,,data/scenarios/results/plains_northern_panhandle_dalhart/no_irrigation.json
plains_northern_panhandle_dalhart,plains,no_irrigation,plains_northern_panhandle_dalhart_no_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,fresh_market_cabbage,Fresh-market cabbage,True,4,4,60.99,conditional,67.01,medium,83.0,,,data/scenarios/results/plains_northern_panhandle_dalhart/no_irrigation.json
plains_northern_panhandle_dalhart,plains,no_irrigation,plains_northern_panhandle_dalhart_no_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,hard_red_winter_wheat,Hard red winter wheat,True,5,5,56.25,conditional,69.08,medium,100.0,,,data/scenarios/results/plains_northern_panhandle_dalhart/no_irrigation.json
plains_northern_panhandle_dalhart,plains,no_irrigation,plains_northern_panhandle_dalhart_no_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,corn_grain,Corn grown for grain,True,6,6,54.0,not_recommended,69.08,medium,100.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/no_irrigation.json
plains_northern_panhandle_dalhart,plains,no_irrigation,plains_northern_panhandle_dalhart_no_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,corn_silage,Corn grown for silage,True,7,7,54.0,not_recommended,69.08,medium,100.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/no_irrigation.json
plains_northern_panhandle_dalhart,plains,no_irrigation,plains_northern_panhandle_dalhart_no_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,grain_sorghum,Grain sorghum,True,8,8,54.0,not_recommended,69.08,medium,100.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/no_irrigation.json
plains_northern_panhandle_dalhart,plains,no_irrigation,plains_northern_panhandle_dalhart_no_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,upland_cotton,Upland cotton,True,9,9,54.0,not_recommended,69.08,medium,100.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/no_irrigation.json
plains_northern_panhandle_dalhart,plains,no_irrigation,plains_northern_panhandle_dalhart_no_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,dry_bulb_onion,Dry-bulb onion,True,10,10,54.0,not_recommended,67.01,medium,83.0,far_outside_planting_window|required_irrigation_unavailable,far_outside_planting_window|required_irrigation_unavailable,data/scenarios/results/plains_northern_panhandle_dalhart/no_irrigation.json
plains_northern_panhandle_dalhart,plains,no_irrigation,plains_northern_panhandle_dalhart_no_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,seedless_watermelon,Seedless watermelon,True,11,11,54.0,not_recommended,67.01,medium,83.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/no_irrigation.json
plains_northern_panhandle_dalhart,plains,no_irrigation,plains_northern_panhandle_dalhart_no_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,alfalfa_hay,Alfalfa grown for hay,True,12,12,54.0,not_recommended,58.68,low,83.0,required_irrigation_unavailable,required_irrigation_unavailable,data/scenarios/results/plains_northern_panhandle_dalhart/no_irrigation.json
plains_northern_panhandle_dalhart,plains,no_irrigation,plains_northern_panhandle_dalhart_no_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,forage_sorghum,Forage sorghum,True,13,13,54.0,not_recommended,58.68,low,83.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/no_irrigation.json
plains_northern_panhandle_dalhart,plains,no_irrigation,plains_northern_panhandle_dalhart_no_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,runner_peanut,Runner-type peanut,True,14,14,54.0,not_recommended,58.68,low,83.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/no_irrigation.json
plains_northern_panhandle_dalhart,plains,no_irrigation,plains_northern_panhandle_dalhart_no_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,sorghum_sudangrass,Sorghum-sudangrass,True,15,15,54.0,not_recommended,58.68,low,83.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/no_irrigation.json
plains_northern_panhandle_dalhart,plains,no_irrigation,plains_northern_panhandle_dalhart_no_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,sweet_potato,Sweet potato,True,16,16,54.0,not_recommended,58.68,low,83.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/no_irrigation.json
plains_northern_panhandle_dalhart,plains,no_irrigation,plains_northern_panhandle_dalhart_no_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,bermudagrass_hay,Bermudagrass grown for hay,True,17,17,54.0,not_recommended,56.51,low,80.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/no_irrigation.json
plains_northern_panhandle_dalhart,plains,no_irrigation,plains_northern_panhandle_dalhart_no_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,sesame,Sesame,True,18,18,54.0,not_recommended,48.2,low,80.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/no_irrigation.json
plains_northern_panhandle_dalhart,plains,no_irrigation,plains_northern_panhandle_dalhart_no_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,annual_ryegrass_forage,Annual ryegrass grown for forage,True,19,19,52.09,not_recommended,56.51,low,80.0,,,data/scenarios/results/plains_northern_panhandle_dalhart/no_irrigation.json
plains_northern_panhandle_dalhart,plains,no_irrigation,plains_northern_panhandle_dalhart_no_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,soybean,Soybean,True,20,20,51.42,not_recommended,69.08,medium,100.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/no_irrigation.json
plains_northern_panhandle_dalhart,plains,no_irrigation,plains_northern_panhandle_dalhart_no_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,grain_oats,Grain oats,True,21,21,48.23,not_recommended,69.08,medium,100.0,,,data/scenarios/results/plains_northern_panhandle_dalhart/no_irrigation.json
plains_northern_panhandle_dalhart,plains,no_irrigation,plains_northern_panhandle_dalhart_no_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,long_grain_rice,Long-grain rice,False,22,,50.06,not_recommended,51.0,low,83.0,unsupported_region|far_outside_planting_window|required_irrigation_unavailable,unsupported_region|far_outside_planting_window|required_irrigation_unavailable,data/scenarios/results/plains_northern_panhandle_dalhart/no_irrigation.json
plains_northern_panhandle_dalhart,plains,reliable_irrigation,plains_northern_panhandle_dalhart_reliable_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,alfalfa_hay,Alfalfa grown for hay,True,1,1,73.61,conditional,58.68,low,83.0,,,data/scenarios/results/plains_northern_panhandle_dalhart/reliable_irrigation.json
plains_northern_panhandle_dalhart,plains,reliable_irrigation,plains_northern_panhandle_dalhart_reliable_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,True,white_potato,White potato,True,2,2,73.16,conditional,58.68,low,83.0,,,data/scenarios/results/plains_northern_panhandle_dalhart/reliable_irrigation.json
plains_northern_panhandle_dalhart,plains,reliable_irrigation,plains_northern_panhandle_dalhart_reliable_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,fresh_market_spinach,Fresh-market spinach,True,3,3,68.89,conditional,67.01,medium,83.0,,,data/scenarios/results/plains_northern_panhandle_dalhart/reliable_irrigation.json
plains_northern_panhandle_dalhart,plains,reliable_irrigation,plains_northern_panhandle_dalhart_reliable_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,oilseed_sunflower,Oilseed sunflower,True,4,4,68.28,conditional,58.68,low,83.0,,,data/scenarios/results/plains_northern_panhandle_dalhart/reliable_irrigation.json
plains_northern_panhandle_dalhart,plains,reliable_irrigation,plains_northern_panhandle_dalhart_reliable_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,fresh_market_cabbage,Fresh-market cabbage,True,5,5,64.13,conditional,67.01,medium,83.0,,,data/scenarios/results/plains_northern_panhandle_dalhart/reliable_irrigation.json
plains_northern_panhandle_dalhart,plains,reliable_irrigation,plains_northern_panhandle_dalhart_reliable_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,hard_red_winter_wheat,Hard red winter wheat,True,6,6,57.85,conditional,69.08,medium,100.0,,,data/scenarios/results/plains_northern_panhandle_dalhart/reliable_irrigation.json
plains_northern_panhandle_dalhart,plains,reliable_irrigation,plains_northern_panhandle_dalhart_reliable_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,annual_ryegrass_forage,Annual ryegrass grown for forage,True,7,7,54.09,not_recommended,56.51,low,80.0,,,data/scenarios/results/plains_northern_panhandle_dalhart/reliable_irrigation.json
plains_northern_panhandle_dalhart,plains,reliable_irrigation,plains_northern_panhandle_dalhart_reliable_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,corn_grain,Corn grown for grain,True,8,8,54.0,not_recommended,69.08,medium,100.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/reliable_irrigation.json
plains_northern_panhandle_dalhart,plains,reliable_irrigation,plains_northern_panhandle_dalhart_reliable_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,corn_silage,Corn grown for silage,True,9,9,54.0,not_recommended,69.08,medium,100.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/reliable_irrigation.json
plains_northern_panhandle_dalhart,plains,reliable_irrigation,plains_northern_panhandle_dalhart_reliable_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,grain_sorghum,Grain sorghum,True,10,10,54.0,not_recommended,69.08,medium,100.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/reliable_irrigation.json
plains_northern_panhandle_dalhart,plains,reliable_irrigation,plains_northern_panhandle_dalhart_reliable_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,upland_cotton,Upland cotton,True,11,11,54.0,not_recommended,69.08,medium,100.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/reliable_irrigation.json
plains_northern_panhandle_dalhart,plains,reliable_irrigation,plains_northern_panhandle_dalhart_reliable_irrigation,plains_northern_panhandle_dalhart_evidence,planting_readiness,white_potato,False,dry_bulb_onion,Dry-bulb onion,True,12,12,54.0,not_recommended,67.01,medium,83.0,far_outside_planting_window,far_outside_planting_window,data/scenarios/results/plains_northern_panhandle_dalhart/reliable_irrigation.json
